题型,题目,选项,答案,解析
单选题,[2023年][河南中安]甲省乙市丙县的某化工企业，位于本省丁市戊县的分公司发生危险化学品爆炸事故，造成2人死亡，10人重伤，直接经济损失200余万元，负责组织此次事故调查的是（    ）。,A.丁市人民政府|B.丙县人民政府|C.乙市人民政府|D.戊县人民政府,A,本题主要考查的是事故调查的主体，属于高频考点。做题思路：掌握不同级别事故的调查主体。 根据题干描述，本题所示为较大事故，事故发生地为丁市戊县，所以负责组织调查的是丁市人民政府。故选A。
单选题,[2023年][河南中安]甲省乙市丙县的某企业发生一起火灾事故，当场5人死亡，5人重伤，重伤人员送往医院抢救。事故发生10日后，重伤的5人经医院救治无效死亡，负责组织此次事故调查的是（    ）。,A.丙县人民政府|B.甲省人民政府|C.乙市人民政府|D.国务院,C,本题主要考查的是事故调查的主体，属于高频考点。做题思路：掌握不同级别事故的调查主体及不同事故的统计日期。 自事故发生之日起30日内（道路交通事故、火灾事故自发生之日起7内），因事故伤亡人数变化导致事故等级发生变化，应当由上级人民政府负责调查的，上级人民政府可以另行组织事故调查组进行调查。本题为较大事故，10日后死亡人数不计入火灾事故；由乙市人民政府组织调查。故选C。
单选题,[2023年][河南中安]安全生产管理人员在企业中具有不可替代的重要作用，为员工的生命安全保驾护航，按照有关法律法规，属于其职责的是（    ）。,A.组织制定并实施本单位的安全生产教育和培训计划|B.组织开展危险源辨识和评估，组织本单位应急救援演练|C.组织制定并实施本单位安全生产规章制度和操作规程|D.保证本单位安全生产投入的有效实施,B,本题主要考查的是安全生产管理人员的职责，属于高频考点。做题思路：区分安全生产管理人员及主要负责人的职责。 B属于，ACD不属于，ACD属于主要负责人的职责。安全生产管理人员的职责为：（1）组织或者参与拟定本单位安全生产规章制度、操作规程和生产安全事故应急救援预案。（2）组织或者参与本单位安全生产教育和培训，如实记录安全生产教育和培训情况。（3）组织开展危险源辨识和评估，督促落实本单位重大危险源的安全管理措施。（4）组织或者参与本单位应急救援演练。（5）检查本单位的安全生产状况，及时排查生产安全事故隐患，提出改进安全生产管理的建议。（6）制止和纠正违章指挥、强令冒险作业、违反操作规程的行为。（7）督促落实本单位安全生产整改措施。故选B。
单选题,[2023年][河南中安]国家对危险化学品重大危险源的监控监管有明确要求，关于重大危险源的说法，错误的是（    ）。,A.企业负责建立监测监控体系，政府负责监督|B.企业应向公安部门提交重大危险源安全评价报告|C.政府有关部门对构成重大危险源的企业实行分级管理|D.储存剧毒物质构成或重大危险源的场所，应设置监控系统,B,本题主要考查的是化学品重大危险源的监控监管。做题思路：掌握重大危险源的监督及管理。 A正确，危险化学品单位应当根据构成重大危险源的危险化学品种类、数量、生产、使用工艺（方式）或者相关设备、设施等实际情况，按照下列要求建立健全安全监测监控体系，完善控制措施；B错误，错在备案的主体。危险化学品单位在完成重大危险源安全评估报告或者安全评价报告后15日内，应当填写重大危险源备案申请表，连同本规定第22条规定的重大危险源档案材料（其中第二款第五项规定的文件资料只需提供清单），报送所在地县级人民政府安全生产监督管理部门备案；C正确，重大危险源的安全监督管理实行属地监管与分级管理相结合的原则。县级以上地方人民政府安全生产监督管理部门按照有关法律、法规、标准和本规定，对本辖区内的重大危险源实施安全监督管理；D正确，重大危险源中储存剧毒物质的场所或者设施，设置视频监控系统。故选B。
单选题,[2023年][河南中安]甲方为一大型商业综合体企业，新建项目委托乙方进行深基坑作业，下列现场安全管理要求中，正确的是（    ）。,A.甲方应针对外来施工方实行门禁管理，并予以登记|B.进入施工现场人员应由乙方进行安全技术交底，并签字确认|C.乙方作业人员参加安全教育培训后方可办理准入手续|D.涉及定期检测的安全用具应经甲方检验合格后方可使用,A,本题主要考查的是施工现场安全管理。做题思路：掌握建筑工程甲乙方的义务。 A正确，生产经营单位（甲）应针对承包商等外来人员实行门禁管理。对进出工作场所的人员进行身份确认和安全条件确认，并予以登记，防止无关人员进出作业现场；B错误，错在由乙方进行安全技术交底。承包商作业人员进行施工作业前，生产经营单位应将与施工作业有关的安全技术要求向承包商作业人员作出详细说明，双方签字确认，未经安全技术交底，切勿进行作业；C错误，错在只进行安全教育培训。在承包商队伍进入作业现场前，发包单位要对其进行消防安全、设备设施保护及社会治安方面的教育。所有教育培训和考试完成后，办理准入手续，凭证件出入现场；D错误，错在甲方检验合格后方可使用。涉及定期试验的工器具、绝缘用具、施工机具、安全防护用品，应具有检验、试验资质部门出具的合格的检验报告。应明确对设备和工具的定期检查、标识、修理和退出现场的要求。故选A。
单选题,[2023年][河南中安]某企业发生一起安全责任事故，该起事故总损失工作日为9600工作日，企业上年税利额为1150万元，平均职工人数为120人，法定工作日为250日，则该起事故造成的工作损失为（    ）。,A.184万元|B.368万元|C.575万元|D.736万元,B,本题主要考查的是工作损失，属于高频考点。做题思路：掌握计算公式、带入数据及计算过程要准确。 工作损失价值故选B。
单选题,"[2023年][河南中安]一、单选题
1
标记
收藏

某大型康养连锁机构为减少老年人摔倒事件。运用海因里希法则对该机构历年来老年人摔倒事故数据进行了统计分析。统计分析报告中对海因里希法则的理解应用错误的是（    ）。",A.运营部通过关注小事故和未遂事件的根本原因，以防止发生更严重的事故|B.康养机构场所由于地砖光滑导致的摔伤，可以通过采取更换防滑砖来预防|C.通过减少老年人居室内未遂事件的数量降低重伤事故|D.每1次老人摔倒重伤事故，都对应29次老人摔倒轻伤事故和300次未遂事件|A.动态相关性原则和3E原则|B.整分合原则和能级原则|C.安全第一原则和动力原则|D.封闭原则和行为原则|A.能量意外释放理论|B.事故轨迹交叉理论|C.瑞士奶酪模型理论|D.事故频发倾向理论|A.蒸煮前班会属于专题安全教育培训|B.“三新“安全教育培训属于专题安全教育培训|C.加灸安全操作规程的专题考试属于日常安全教育培训|D.开展沿海气候条件影响炒药岗位风险培训属于专题安全教育培训|A.安全带伸展长度不应小于永久标识中明示的数值|B.连接器不应打开，零部件不应断裂|C.安全带使用的金属环类零件使用焊接件|D.系带不应出现明显不对称或滑移|A.车辆伤害|B.物体打击|C.机械伤害|D.高处坠落|A.井下爆破施工方案应包括炮孔布置图、警戒图、划定安全警戒范围等|B.用炮泥封堵炮孔应轻放轻撞药卷|C.PVC管严禁作为炮棍使用|D.放炮员应取得国家矿山安全监察局颁发的资格证书|A.对存在事故隐患的生产经营单位现场作出1万元行政处罚决定|B.执法人员在企业检查时出示执法证件|C.执法行为被企业起诉可由指定律师事务所的律师代理出庭应诉|D.执法人员参加统一培训考核合格后，即可从事执法|A.对王某等现场作业人员安全教育培训不到位，履职不到位|B.按照要求对起重机安装现场进行了安全管理，履职到位|C.明确告知起重机安装单位严重违章作业，责令停止作业，履职到位|D.违章制止未果后，通知监理人员，向单位领导汇报，履职到位|A.爆破工程技术人员不少于1人，爆破员不少于2人，安全员不少于2人，保管员不少于2人|B.具有安全评价合格的民用爆炸物品专用仓库|C.技术负责人具有工学学科范围中级及以上技术职称，有2年及以上爆破作业项目技术管理工作的经历|D.有爆破作业专用设备|A.新上岗的从业人员，岗前安全培训时间不得少于24学时|B.电力公司安全副总岗前培训时间不得少于24学时|C.岗位安全教育培训主要包括日常安全教育培训，定期安全考试和专题安全教育培训三个方面|D.采用新工艺，应当对有关从业人员重新进行有针对性的安全教育培训|A.安全设施和职业病防护设施不应随意拆除，挪用或弃置不用|B.检维修过程中应执行安全控制措施，检维修后应进行安全确认|C.同一作业区域内进行作业活动的两支队伍只需与业主方签订安全管理协议|D.企业应建立合格承包商、供应商等相关方的名录和档案|A.丁市人民政府|B.丙县人民政府|C.乙市人民政府|D.戊县人民政府|A.丙县人民政府|B.甲省人民政府|C.乙市人民政府|D.国务院|A.组织制定并实施本单位的安全生产教育和培训计划|B.组织开展危险源辨识和评估，组织本单位应急救援演练|C.组织制定并实施本单位安全生产规章制度和操作规程|D.保证本单位安全生产投入的有效实施|A.企业负责建立监测监控体系，政府负责监督|B.企业应向公安部门提交重大危险源安全评价报告|C.政府有关部门对构成重大危险源的企业实行分级管理|D.储存剧毒物质构成或重大危险源的场所，应设置监控系统|A.甲方应针对外来施工方实行门禁管理，并予以登记|B.进入施工现场人员应由乙方进行安全技术交底，并签字确认|C.乙方作业人员参加安全教育培训后方可办理准入手续|D.涉及定期检测的安全用具应经甲方检验合格后方可使用|A.184万元|B.368万元|C.575万元|D.736万元|A.皮肤癌|B.间皮癌|C.鼻癌|D.白血病|A.未做安全预评价，做了安全设施设计审查和安全设施竣工验收|B.试运行计划35天，实际试运行时间30天|C.安全设施设计审查同时提交乙丙两市安全生产监督管理部门|D.安全设施审核通过后，改变安全设施设计，不再提交审查|A.0.01853|B.0.02153|C.0.01812|D.0.02147|A.防火堤内2个6t的液氨储罐|B.存有10只乙炔气罐（每罐充装乙炔约6.5kg）的临时库房|C.最大可储存200t汽油的罐区，被防火堤分隔成2个存储能力相同的储罐|D.库区内2个库房分别存有500kg金属钾和5t金属钠|A.灭火行动组组长根据演练方案提出灭火设备能力是否充足属于提出问题|B.安全防护组防护员对演练情况进行简要汇总并进行点评属于注入信息|C.疏散引导组引导员讨论警戒和交通管制的范围和区域问题属于分析决策|D.医疗救护组代表讲解并演示胸外按压和人工呼吸操作要领属于表达结果|A.该动火安全作业票有效期不超过8小时|B.该动火作业应办理一级动火安全作业票|C.作业现场应使用防爆型摄录设备全程摄录|D.该动火作业期间应连续进行气体监测|A.酒精|B.硬木屑|C.盐酸|D.润滑脂|A.配备卫星电话属于通信与信息保障|B.购置冲锋舟属于物资装备保障|C.与当地派出所签订应急协议属于应急队伍保障|D.与当地医院签订协议属于其他保障,A,本题主要考查的是不同工作引起的症状。做题思路：了解症状及工作的对应关系。 长期接触沥青，可能导致的肿瘤是皮肤癌。故选A。
单选题,[2023年][河南中安]某中央企业下属大型有色金属冶炼企业拟新上一锡锑火法精炼扩建项目，该项目所在地甲省乙、丙两个地级市，关于该企业扩建项目安全生产“三同时”监管的做法，正确的是（    ）。,A.未做安全预评价，做了安全设施设计审查和安全设施竣工验收|B.试运行计划35天，实际试运行时间30天|C.安全设施设计审查同时提交乙丙两市安全生产监督管理部门|D.安全设施审核通过后，改变安全设施设计，不再提交审查,B,本题主要考查的是“三同时”监管，属于高频考点。做题思路：凡是与“三同时“有关的都要尽量掌握。 A错误，错在未做安全评价。安全评价规定。矿山、金属冶炼建设项目和用于生产、储存、装卸危险物品的建设项目，应当按照国家有关规定进行安全评价；B正确，试运行时间应当不少于30日，最长不得超过180日，国家有关部门有规定或者特殊要求的行业除外；C错误，错在同时提交乙丙两市安全生产监督管理部门。跨两个及两个以上行政区域的建设项目安全设施“三同时”由其共同的上一级人民政府安全生产监督管理部门实施监督管理；D错误，错在不再提交审查。改变安全设施设计的，重新提交审查。故选B。
单选题,[2023年][河南中安]某生产三甲胺盐酸盐化工厂，由于一装置突然停机而造成整条生产线停产。为了诊断故障，进行了故障树分析（如下图所示）。其基本事件发生的概率分别为q1=0.03，q2=0.02，q3=0.05。该装置突然停机（顶上事件）T发生的概率是（    ）。,A.0.01853|B.0.02153|C.0.01812|D.0.02147,D,本题主要考查的是顶上事件的计算，属于高频考点。做题思路：看清楚图片，掌握逻辑关系。简化后发生的概率={X2}或{X1X3}=1-[（1-0.02）×（1-0.03×0.05）]=1-（0.98×0.9985）=0.02147。故选D。
单选题,[2023年][河南中安]某企业安全环保部对本单位的重大危险安全评估，汇总分析了各车间提交的重大危险源清单，根据《化学品重大危险源辨识》（GB18218）中所列的临界量（如下表所示），构成危险化学品重大危险源的是（    ）。,A.防火堤内2个6t的液氨储罐|B.存有10只乙炔气罐（每罐充装乙炔约6.5kg）的临时库房|C.最大可储存200t汽油的罐区，被防火堤分隔成2个存储能力相同的储罐|D.库区内2个库房分别存有500kg金属钾和5t金属钠,A,本题主要考查的是危险化学品重大危险源的判断，属于高频考点。做题思路：看懂表格，学会判断。 防火堤内两个液氨储罐为一个储存单元，（6＋6）/10＞1。故选A。
单选题,[2023年][河南中安]某大型石化公司在安全生产月期间组织了桌面演练，按照应急注入信息，提出问题，分析决策、表达结果四个环节完成应急处置演练，关于桌面演练环节的说法，错误的是（    ）。,A.灭火行动组组长根据演练方案提出灭火设备能力是否充足属于提出问题|B.安全防护组防护员对演练情况进行简要汇总并进行点评属于注入信息|C.疏散引导组引导员讨论警戒和交通管制的范围和区域问题属于分析决策|D.医疗救护组代表讲解并演示胸外按压和人工呼吸操作要领属于表达结果,B,本题主要考查的是应急处置演练中的桌面演练，属于高频考点。做题思路：掌握各个演练环节。 按照四个环节循环往复进行：（1）注入信息：执行人员通过多媒体文件、沙盘、消息单等多种形式向参演单位和人员展示应急演练场景，展现生产安全事故发生发展情况。（2）提出问题：在每个演练场景中，由执行人员在场景展现完毕后根据应急演练方案提出一个或多个问题，或者在场景展现过程中自动呈现应急处置任务，供应急演练、参与人员根据各自角色和职责分工展开讨论。（3）分析决策：根据执行人员提出的问题或所展现的应急决策处置任务及场景信息，参演单位和人员分组开展思考讨论，形成处置决策意见。（4）表达结果：在组内讨论结束后，各组代表按要求提交或口头阐述本组的分析决策结果，或者通过模拟操作与动作展示应急处置活动。各组决策结果表达结束后，导调人员可对演练情况进行简要讲解，接着注入新的信息。故选B。
单选题,[2023年][河南中安]某省某炼油厂拟在硫磺回收车间原料罐罐顶切割排气管线。根据《危险化学品企业特殊作业安全规范》（GB30871），关于该动火作业管理的说法，错误的是（    ）。,A.该动火安全作业票有效期不超过8小时|B.该动火作业应办理一级动火安全作业票|C.作业现场应使用防爆型摄录设备全程摄录|D.该动火作业期间应连续进行气体监测,B,本题主要考查的是动火作业管理，属于高频考点。做题思路：掌握动火作业票的办理及相应时间。 根据题干分析本次动火作业为特级动火作业。A正确，特级、一级动火安全作业票有效期不应超过8h；二级动火安全作业票有效期不应超过72h；B错误，错在办理一级动火安全作业票。本次动火作业为特级；C正确，特级动火作业应采集全过程作业影像，且作业现场使用的摄录设备应为防爆型；D正确，特级、一级动火作业中断时间超过30min，二级动火作业中断时间超过60min，应重新进行气体分析；每日动火前均应进行气体分析；特级动火作业期间应连续进行监测。故选B。
单选题,"[2023年][河南中安]一、单选题
1
标记
收藏

某大型康养连锁机构为减少老年人摔倒事件。运用海因里希法则对该机构历年来老年人摔倒事故数据进行了统计分析。统计分析报告中对海因里希法则的理解应用错误的是（    ）。",A.运营部通过关注小事故和未遂事件的根本原因，以防止发生更严重的事故|B.康养机构场所由于地砖光滑导致的摔伤，可以通过采取更换防滑砖来预防|C.通过减少老年人居室内未遂事件的数量降低重伤事故|D.每1次老人摔倒重伤事故，都对应29次老人摔倒轻伤事故和300次未遂事件|A.动态相关性原则和3E原则|B.整分合原则和能级原则|C.安全第一原则和动力原则|D.封闭原则和行为原则|A.能量意外释放理论|B.事故轨迹交叉理论|C.瑞士奶酪模型理论|D.事故频发倾向理论|A.蒸煮前班会属于专题安全教育培训|B.“三新“安全教育培训属于专题安全教育培训|C.加灸安全操作规程的专题考试属于日常安全教育培训|D.开展沿海气候条件影响炒药岗位风险培训属于专题安全教育培训|A.安全带伸展长度不应小于永久标识中明示的数值|B.连接器不应打开，零部件不应断裂|C.安全带使用的金属环类零件使用焊接件|D.系带不应出现明显不对称或滑移|A.车辆伤害|B.物体打击|C.机械伤害|D.高处坠落|A.井下爆破施工方案应包括炮孔布置图、警戒图、划定安全警戒范围等|B.用炮泥封堵炮孔应轻放轻撞药卷|C.PVC管严禁作为炮棍使用|D.放炮员应取得国家矿山安全监察局颁发的资格证书|A.对存在事故隐患的生产经营单位现场作出1万元行政处罚决定|B.执法人员在企业检查时出示执法证件|C.执法行为被企业起诉可由指定律师事务所的律师代理出庭应诉|D.执法人员参加统一培训考核合格后，即可从事执法|A.对王某等现场作业人员安全教育培训不到位，履职不到位|B.按照要求对起重机安装现场进行了安全管理，履职到位|C.明确告知起重机安装单位严重违章作业，责令停止作业，履职到位|D.违章制止未果后，通知监理人员，向单位领导汇报，履职到位|A.爆破工程技术人员不少于1人，爆破员不少于2人，安全员不少于2人，保管员不少于2人|B.具有安全评价合格的民用爆炸物品专用仓库|C.技术负责人具有工学学科范围中级及以上技术职称，有2年及以上爆破作业项目技术管理工作的经历|D.有爆破作业专用设备|A.新上岗的从业人员，岗前安全培训时间不得少于24学时|B.电力公司安全副总岗前培训时间不得少于24学时|C.岗位安全教育培训主要包括日常安全教育培训，定期安全考试和专题安全教育培训三个方面|D.采用新工艺，应当对有关从业人员重新进行有针对性的安全教育培训|A.安全设施和职业病防护设施不应随意拆除，挪用或弃置不用|B.检维修过程中应执行安全控制措施，检维修后应进行安全确认|C.同一作业区域内进行作业活动的两支队伍只需与业主方签订安全管理协议|D.企业应建立合格承包商、供应商等相关方的名录和档案|A.丁市人民政府|B.丙县人民政府|C.乙市人民政府|D.戊县人民政府|A.丙县人民政府|B.甲省人民政府|C.乙市人民政府|D.国务院|A.组织制定并实施本单位的安全生产教育和培训计划|B.组织开展危险源辨识和评估，组织本单位应急救援演练|C.组织制定并实施本单位安全生产规章制度和操作规程|D.保证本单位安全生产投入的有效实施|A.企业负责建立监测监控体系，政府负责监督|B.企业应向公安部门提交重大危险源安全评价报告|C.政府有关部门对构成重大危险源的企业实行分级管理|D.储存剧毒物质构成或重大危险源的场所，应设置监控系统|A.甲方应针对外来施工方实行门禁管理，并予以登记|B.进入施工现场人员应由乙方进行安全技术交底，并签字确认|C.乙方作业人员参加安全教育培训后方可办理准入手续|D.涉及定期检测的安全用具应经甲方检验合格后方可使用|A.184万元|B.368万元|C.575万元|D.736万元|A.皮肤癌|B.间皮癌|C.鼻癌|D.白血病|A.未做安全预评价，做了安全设施设计审查和安全设施竣工验收|B.试运行计划35天，实际试运行时间30天|C.安全设施设计审查同时提交乙丙两市安全生产监督管理部门|D.安全设施审核通过后，改变安全设施设计，不再提交审查|A.0.01853|B.0.02153|C.0.01812|D.0.02147|A.防火堤内2个6t的液氨储罐|B.存有10只乙炔气罐（每罐充装乙炔约6.5kg）的临时库房|C.最大可储存200t汽油的罐区，被防火堤分隔成2个存储能力相同的储罐|D.库区内2个库房分别存有500kg金属钾和5t金属钠|A.灭火行动组组长根据演练方案提出灭火设备能力是否充足属于提出问题|B.安全防护组防护员对演练情况进行简要汇总并进行点评属于注入信息|C.疏散引导组引导员讨论警戒和交通管制的范围和区域问题属于分析决策|D.医疗救护组代表讲解并演示胸外按压和人工呼吸操作要领属于表达结果|A.该动火安全作业票有效期不超过8小时|B.该动火作业应办理一级动火安全作业票|C.作业现场应使用防爆型摄录设备全程摄录|D.该动火作业期间应连续进行气体监测|A.酒精|B.硬木屑|C.盐酸|D.润滑脂|A.配备卫星电话属于通信与信息保障|B.购置冲锋舟属于物资装备保障|C.与当地派出所签订应急协议属于应急队伍保障|D.与当地医院签订协议属于其他保障,B,本题主要考查的是不同工作引起的症状。做题思路：了解症状及工作的对应关系。 硬木屑致癌部位是鼻。故选B。
单选题,[2023年][河南中安]某水电站地处偏远地区，根据有关法规要求编制了事故应急预案，明确了应急保障内容，关于应急保障内容的说法，错误的是（    ）。,A.配备卫星电话属于通信与信息保障|B.购置冲锋舟属于物资装备保障|C.与当地派出所签订应急协议属于应急队伍保障|D.与当地医院签订协议属于其他保障,C,本题主要考查的是应急保障内容。做题思路：多熟悉事故应急预案。 （1）通信与信息保障。明确与可为本单位提供应急保障的相关单位或人员通信联系方式和方法，并提供备用方案。同时，建立信息通信系统及维护方案，确保应急期间信息通畅。（2）应急队伍保障。明确应急响应的人力资源，包括应急专家、专业应急队伍、兼职应急队伍等。（3）物资装备保障。明确生产经营单位的应急物资和装备的类型、数量、性能、存放位置、运输及使用条件、管理责任人及其联系方式等内容。（4）其他保障。根据应急工作需求而确定的其他相关保障措施，如经费保障、交通运输保障、治安保障、技术保障、医疗保障、后勤保障等。故C错误，错在当地派出所不属于应急队伍保障。故选C。
单选题,[2023年][河南中安]某化工企业在维修过程中，需要在靠近合成车间的公共管廊上进行电焊作业，作业维修人员清理了作业现场，在动火作业前进行了气体分析，在履行动火许可手续时，负责动火作业审批的是（    ）。,A.合成车间安全员|B.维修部负责人|C.安全部门负责人|D.总工程师,C,本题主要考查的是动火作业审批，属于高频考点。做题思路：掌握动火作业票的办理。 本题为一级动火作业，一级动火作业由安全管理部门负责审批，安全部门负责人负有审批职权的。故选C。
单选题,[2023年][河南中安]小王负责整理单位的特种设备安全技术档案，档案包含了特种设备的设计文件产品质量合格证明，安装及使用维护保养说明，定期检查和定期自行检查记录；监督检验证明；日常使用状况记录；维护保养记录等，还应纳入特种设备安全技术档案存档的是（    ）。,A.特种设备的运行故障和事故记录|B.管理人员和作业人员资质证书|C.特种设备安全教育培训记录|D.特种设备事故专项应急预案,A,本题主要考查的是特种设备安全技术档案存档。做题思路：熟悉特种设备安全技术档案存档相关内容。 特种设备使用单位应当建立特种设备安全技术档案。特种设备安全技术档案应当包括以下内容：（1）使用登记证。（2）《特种设备使用登记表》。（3）特种设备的设计文件、产品质量合格证明、安装及使用维护保养说明、监督检验证明等相关技术资料和文件。（4）特种设备的定期检验和定期自行检查记录。（5）特种设备的日常使用状况记录。（6）特种设备及其附属仪器仪表的维护保养记录。（7）特种设备安全附件和安全保护装置校验检修、更换记录和有关报告。（8）特种设备的运行故障和事故记录。故选A。
单选题,[2023年][河南中安]某煤矿企业针对瓦斯爆炸事故组织开展实战演练，演练过程中，针对事故情景进行了勘察，分析，测定了事故影响范围和变化趋势，上述应急演练内容属于（    ）。,A.预警与报告|B.事故监测|C.警戒与管制|D.现场处置,B,本题主要考查的是应急演练内容，属于高频考点。做题思路：掌握各种演练的相关内容。 事故监测：根据事故情景，对事故现场进行观察、分析或测定，确定事故严重程度、影响范围和变化趋势等。（1）预警与报告。根据事故情景，向相关部门或人员发出预警信息，并向有关部门和人员报告事故情况。（2）指挥与协调。根据事故情景，成立应急指挥部，调集应急救援队伍和相关资源，开展应急救援行动。（3）应急通信。根据事故情景，在应急救援相关部门或人员之间进行音频、视频信号或数据信息互通。（4）事故监测。根据事故情景，对事故现场进行观察、分析或测定，确定事故严重程度、影响范围和变化趋势等。（5）警戒与管制。根据事故情景，建立应急处置现场警戒区域，实行交通管制，维护现场秩序。（6）疏散与安置。根据事故情景，对事故可能波及范围内的相关人员进行疏散、转移和安置。（7）医疗卫生。根据事故情景，调集医疗卫生专家和卫生应急队伍开展紧急医学救援，并开展卫生监测和防疫工作。（8）现场处置。根据事故情景，按照相关应急预案和现场指挥部要求对事故现场进行控制和处理。（9）社会沟通。根据事故情景，召开新闻发布会或事故情况通报会，通报事故有关情况。（10）后期处置。根据事故情景，应急处置结束后，开展事故损失评估、事故原因调查、事故现场清理和相关善后工作。故选B。
单选题,[2023年][河南中安]甲企业委托具有资质的乙企业进行污水厂排污改造，在改造过程中，甲企业生产正常运行，改造现场由甲企业负责供电，为确保施工进度及现场安全，甲企业采取了下列一系列调查，其中正确的是（    ）。,A.甲企业派品控部门员工对作业现场进行监督检查，及时协调作业事项|B.甲企业确认所有隐患整改完成后，乙企业方能恢复全线施工|C.甲企业对乙企业作业现场的临时用电实行备案制，当日施工结束后断电上锁|D.甲企业应与乙企业就作业相关的中毒和窒息、触电等危害进行确认，并明确作业许可的相关要求,D,本题主要考查的是施工进度及现场安全。做题思路：掌握施工过程中甲方的义务。 A错误，错在品控部门员工。生产经营单位应派具备监督管理职能的人员对承包商作业现场进行监督检查，建立监督检查记录，及时协调作业过程中的事项，通报相关安全信息，督促作业过程中隐患整改；B错误，施工现场由作业单位负责，甲负责监督管理，对于一般事故隐患，是不需要停工的。重大事故隐患排除前或者排除过程中无法保证安全的，应当责令从危险区域撤出作业人员，并责令暂时停产停业、停止建设、停止施工或者停止使用相关设施或设备，限期排除隐患；C错误，临时用电作业应办理临时用电作业许可证或临时用电安全作业票，由作业单位提出申请，报送配送电单位审批。故选D。
