题型,题目,选项,答案,解析
单选题,[2021年][河南中安]某工程项目部组织高处作业吊篮验收，填写了《高处作业吊篮使用验收表》。下列验收结果中，不合格的是（    ）。,A.涤纶安全绳直径为10㎜|B.悬挑结构抗倾覆系数为2|C.离心触发式安全锁制动距离为200㎜|D.超高限位器止挡安装在距顶端800㎜处,A,本题主要考查的是吊篮安全要求。属于数字的考查。根据《建筑施工工具式脚手架安全技术规范》（JGJ202-2010），8.2.2高处作业吊篮应按《高处作业吊篮使用验收表》的规定逐台逐项验收，并应经空载运行试验合格后，方可使用。该验收表检查项目的保证项目规定：（1）B正确，悬挑机构：悬挑机构抗倾覆系数大于等于2；（2）安全装置：①C正确，安全锁灵活可靠，在标定有效期内，离心触发式制动距离小于等于200㎜；②A错误，错在“直径为10mm，小于规定的16mm”。独立设置锦纶安全绳，锦纶绳直径不小于16㎜；③D正确，超高限位器止挡安装在距顶端80cm处固定。故选A。
单选题,[2021年][河南中安]某工程项目使用高处作业吊篮进行外墙保温施工。下列高处作业吊篮的使用方式正确的是（    ）。,A.吊篮内有2人同时作业|B.作业人员利用吊篮运送物料|C.作业人员从建筑物顶部进入吊篮|D.吊篮内作业人员将安全带系挂在篮体上,A,本题主要考查的是吊篮安全使用要求。属于高频考点。做题思路：吊篮上最多2人同时工作，不能运人和运物料。电源独立，安全带独立，安全装置独立。人员只能地面上下。B错误，错在“用吊篮运物料”。不得采用吊篮运送物料；C错误，错在“人员从建筑物顶部进入吊篮”。错在吊篮正常工作时，人员应从地面进入吊篮内，不得从建筑物顶部、窗口等处或其他孔洞处出入吊篮；D错误，错在“安全带挂在篮体上，应挂在独立的安全绳上”。吊篮内作业人员应将安全带用安全锁扣正确挂置在独立设置的专用安全绳上。故选A。
单选题,[2021年][河南中安]某工程项目塔式起重机作业半径内有一条10kV架空线路。为保障施工安全，项目部搭设了防护设施，并制定了相关的管理规定。根据《施工现场临时用电安全技术规范》，下列架空线路的防护措施中，错误的是（    ）。,A.搭设防护设施时采取停电措施并派专人监护|B.防护设施与架空线路之间的安全距离为2m|C.架空线路正下方的木工车间搭设防护棚|D.采用绝缘材料搭设防护设施,C,本题主要考查的是架空线路的防护措施。是数字和文字的考查。属于常规考点。做题思路：比规范要求更严格是正确的，反之都是错误的。C错误，错在“架空线路下搭设防护棚”。根据《施工现场临时用电安全技术规范》（JGJ46-2005），4.1.1规定：在建工程不得在外电架空线路正下方施工、搭设作业棚、建造生活设施或堆放构件、架具、材料及其他杂物等。故选C。
单选题,[2021年][河南中安]某工程项目低压电力系统电缆采用埋地方式敷设，施工现场临时用电组织设计中明确了直埋电缆安全技术措施。关于直埋电缆安全技术措施的说法，错误的是（    ）。,A.埋地电缆穿越施工道路时，加设内径不小于电缆外径1.5倍的防护套管|B.埋地电缆的接头设在地面上的接线盒内，接线盒具备防水、防尘、防机械损伤性能|C.埋地电缆与其附近外电电缆和管沟的平行间距不小于1m，交叉间距不小于0.5m|D.直接埋地敷设的深度不小于0.7m，在电缆四周均匀敷设50㎜厚的细砂，设置硬质保护层,C,本题主要考查的是电缆埋设的要求。是数字和文字的考查。属于常规考点。C错误，错在“平行间距1m，小于2m的要求，交叉间距0.5m，小于1m的要求”。埋地电缆与其附近外电电缆和管沟的平行间距不得小于2m，交叉间距不得小于1m。故选C。
单选题,[2021年][河南中安]某工程项目部组织悬挑式操作平台验收。根据《建筑施工高处作业安全技术规范》，下列验收结果中，不符合规范要求的是（    ）。,A.悬挑式操作平台安装时，钢丝绳采用专用钢丝绳夹连接|B.悬挑式操作平台设置4个吊环，吊运时使用卡环|C.悬挑式操作平台支撑点设置在主体结构的脚手架上|D.悬挑式操作平台使用工字钢制作悬挑梁，节点采用焊接,C,本题主要考查的是悬挑式操作平台的搭设要求。是数字和文字的考查。属于常规考点。C不符合，错在“支撑点设在脚手架上，应设在主体结构上”。悬挑式操作平台的搁置点、拉结点、支撑点应设置在稳定的主体结构上，且应可靠连接。故选C。
单选题,"[2021年][河南中安]一、单选题
10
标记
收藏

某工程项目深基坑开挖完毕后，因主体结构的特殊情况，需改变基坑支护结构工作状态，施工单位应报请进行复核的单位是（    ）。",A.监理单位|B.建设单位|C.设计单位|D.政府监督部门,C,本题主要考查的是设计变更的要求。做题思路：设计和现场实际不符，找监理单位报告。现场复核是设计单位。建设单位只是起到一个中间人的作用。C正确，根据《建筑深基坑工程施工安全技术规范》（JGJ311-2013），11.1.5现场如需要对支护结构工作状态进行改变时，应报告设计单位并进行复核，符合安全要求后方可进行施工。故选C。
单选题,[2021年][河南中安]某建筑工程钢结构施工时，搭设扣件式钢管满堂支撑架，高度17m。支撑架搭设完成后，项目部组织相关人员进行了验收。下列验收结果中，合格的是（    ）。,A.连墙件水平间距6m|B.纵向水平杆搭接长度500㎜|C.可调托撑螺杆伸出长度500㎜|D.立杆伸出顶层水平杆中心线至支撑点的长度800㎜,A,本题主要考查的是扣件式钢管满堂支撑架搭设要求。是数字的考查。属于高频考点。可考察案例改错。A合格，B不合格，错在“搭设长度不满足1m的要求”。纵向水平杆搭接长度不应小于1m；C不合格，满堂支撑架的可调底座、可调托撑螺杆伸出长度不宜超过300㎜；D不合格，满堂支撑架立杆伸出顶层水平杆中心线至支撑点的长度不应超过0.5m。故选A。
单选题,"[2021年][河南中安]一、单选题
1
标记
收藏

施工现场预留洞口一般采用盖板或防护栏杆进行防护。根据《建筑施工高处作业安全技术规范》，洞口盖板承受的均布荷载应不小于（    ）。",A.0.5KN/m2|B.1.00KN/m2|C.1.50KN/m2|D.2.00KN/m2|A.在作业层下方设置水平安全网|B.钢结构构件在地面组装，安全设施一并设置|C.利用钢梁作为水平通道时，设置连续的安全绳|D.在施工层搭设水平通道时，水平通道一侧设置防护栏杆|A.顶升作业前，塔式起重机下支座与顶升套架应可靠连接|B.顶升作业中，应调整变幅小车位置进行配平操作|C.顶升作业中，应保证塔式起重机的平衡|D.顶升作业中，不应进行回转操作|A.先全部拆除附墙架，再拆除导轨架|B.夜间进行拆卸作业时，应保证充足的照明|C.拆卸作业是安装作业的逆过程，可不编制专项施工方案|D.拆卸作业不能连续完成时，应根据拆卸状态采取相应安全措施|A.涤纶安全绳直径为10㎜|B.悬挑结构抗倾覆系数为2|C.离心触发式安全锁制动距离为200㎜|D.超高限位器止挡安装在距顶端800㎜处|A.吊篮内有2人同时作业|B.作业人员利用吊篮运送物料|C.作业人员从建筑物顶部进入吊篮|D.吊篮内作业人员将安全带系挂在篮体上|A.搭设防护设施时采取停电措施并派专人监护|B.防护设施与架空线路之间的安全距离为2m|C.架空线路正下方的木工车间搭设防护棚|D.采用绝缘材料搭设防护设施|A.埋地电缆穿越施工道路时，加设内径不小于电缆外径1.5倍的防护套管|B.埋地电缆的接头设在地面上的接线盒内，接线盒具备防水、防尘、防机械损伤性能|C.埋地电缆与其附近外电电缆和管沟的平行间距不小于1m，交叉间距不小于0.5m|D.直接埋地敷设的深度不小于0.7m，在电缆四周均匀敷设50㎜厚的细砂，设置硬质保护层|A.悬挑式操作平台安装时，钢丝绳采用专用钢丝绳夹连接|B.悬挑式操作平台设置4个吊环，吊运时使用卡环|C.悬挑式操作平台支撑点设置在主体结构的脚手架上|D.悬挑式操作平台使用工字钢制作悬挑梁，节点采用焊接|A.监理单位|B.建设单位|C.设计单位|D.政府监督部门|A.连墙件水平间距6m|B.纵向水平杆搭接长度500㎜|C.可调托撑螺杆伸出长度500㎜|D.立杆伸出顶层水平杆中心线至支撑点的长度800㎜|A.1.00m|B.1.50m|C.2.00m|D.2.50m|A.支撑体相邻立杆连接套管接头的位置宜错开|B.支撑体系立杆搭设位置应按专项施工方案放线确定|C.每搭设完两步支撑架后，应及时校正水平杆、立杆的偏差|D.水平杆扣接头与连接盘的插销应用铁锤击紧至规定插入刻度|A.放下支卸平台防护栏杆，将连接的隧道模整体推移至支卸平台|B.为使顶板不超过设计允许荷载，经设计核算加设临时支撑柱|C.新浇混凝土强度在达到承重模板拆模要求后，方准拆模|D.拆除作业前，对作业人员进行安全技术交底和技术培训|A.初期支护应具有一定的柔性|B.应充分考虑利用围岩的自承能力|C.应对开挖面前方地层预加固预处理|D.采用锚杆和喷射混凝土为主要支护手段|A.购买工程保险|B.编制专项施工方案|C.采取措施或修改技术方案|D.制定可行的风险应急处置预案|A.24V以下的照明灯|B.24V以下的防爆灯|C.36V以下的照明灯|D.36V以下的防爆灯|A.在施工现场显著位置公示危大工程名称、施工时间和具体责任人员|B.危大工程施工过程中，项目负责人现场履职时间为工作时间的80%|C.危大工程发生险情时，项目部立即采取应急处置措施，并报告工程所在地住房城乡建设主管部门|D.危大工程专项施工方案及审核、专家论证、交底、现场检查、验收及整改等相关资料纳入档案管理|A.17.5%|B.18.5%|C.19.5%|D.20.5%|A.采用底部掏掘或推倒的方法拆除建筑墙体|B.拆除工程作业面的孔洞采取安全防护措施|C.从上至下逐层拆除，垂直交叉作业做好防护措施|D.框架结构按楼板、主梁、次梁、结构柱的顺序依次拆除|A.3.00m|B.3.50m|C.4.00m|D.4.50m E 5.00m|A.漏电保护器①|B.漏电保护器②|C.漏电保护器③|D.漏电保护器④ E 漏电保护器⑤|A.机械伤害|B.高处坠落|C.起重伤害|D.触电 E 中毒窒息|A.盾构机|B.汽车式起重机|C.履带式起重机|D.升降式作业平台 E 门式起重机|A.区间隧道盾构工程|B.车站二次结构砌筑工程|C.车站主体结构模板支撑工程|D.车站附属结构暗挖工程 E 基坑土方开挖及支护工程,D,本题主要考查的是人工开挖土方时人员的安全距离。是数字的考查。属于高频考点。D正确，基坑开挖时，两人操作间距应大于2.5m。多台机械开挖，挖土机间距应大于10m。在挖土机工作范围内，不允许进行其他作业。挖土应由上而下，逐层进行，严禁先挖坡脚或逆坡挖土。故选D。
单选题,[2021年][河南中安]某项目模板工程采用承插型盘扣式钢管模板支撑体系。支撑体系搭设前，项目部对作业人员进行了安全技术交底。下列安全技术交底内容中，错误的是（    ）。,A.支撑体相邻立杆连接套管接头的位置宜错开|B.支撑体系立杆搭设位置应按专项施工方案放线确定|C.每搭设完两步支撑架后，应及时校正水平杆、立杆的偏差|D.水平杆扣接头与连接盘的插销应用铁锤击紧至规定插入刻度,C,本题主要考查的是承插型盘扣式钢管模板支撑架的搭设要求。C错误，错在“搭设两步架后进行校正，应是一步”。每搭完一步支模架后，应及时校正水平杆步距，立杆的纵、横距，立杆的垂直偏差和水平杆的水平偏差。故选C。
单选题,[2021年][河南中安]隧道模拆除作业是施工现场安全管理的重点，下列隧道模拆除做法中，错误的是（    ）。,A.放下支卸平台防护栏杆，将连接的隧道模整体推移至支卸平台|B.为使顶板不超过设计允许荷载，经设计核算加设临时支撑柱|C.新浇混凝土强度在达到承重模板拆模要求后，方准拆模|D.拆除作业前，对作业人员进行安全技术交底和技术培训,A,本题主要考查的是《建筑施工模板安全技术规范》（JGJ162-2008）隧道摸拆除安全管理要求。做题思路：拆除前先申请，必须满足强度要求。同时给作业人员进行现场安全技术交底。A错误，错在“整体隧道摸推移，而是一半一半的进行”。放下支卸平台防护栏杆，先将一边的半隧道模推移至支卸平台上，然后再推另一边半隧道模。故选A。
单选题,[2021年][河南中安]采用浅埋暗挖法施工隧道时，应根据工程特点、围岩情况、环境要求以及施工单位的自身条件，选择适宜的开挖方式。下列关于浅埋暗挖法施工的说法，正确的是（    ）。,A.初期支护应具有一定的柔性|B.应充分考虑利用围岩的自承能力|C.应对开挖面前方地层预加固预处理|D.采用锚杆和喷射混凝土为主要支护手段,C,本题主要考查的是浅埋暗挖法施工的做法。做题思路：要和新奥法做好区分。AB错误，错在“不是柔度，而是刚度，没有充分考虑围岩的自承能力”。浅埋暗挖法并没有充分考虑利用围岩的自承作用，要求初期支护具有一定刚度；C正确，开挖面前方地层预加固预处理是浅埋暗挖法的必要前提，目的在于增强开挖面的稳定性；D错误，错在“锚杆和喷射混凝土，这是新奥法的支护手段”。浅埋暗挖法是以格栅和喷锚作为初期支护手段。故选C。
单选题,[2021年][河南中安]城市轨道交通工程建设风险处置方式包括风险消除、风险降低、风险转移和风险自留等四种，下列工程建设风险处置方式中，属于风险转移的是（    ）。,A.购买工程保险|B.编制专项施工方案|C.采取措施或修改技术方案|D.制定可行的风险应急处置预案,A,本题主要考查的是风险处置的内容。做题思路：风险转移就是自己不干，或者买保险。A属于，风险转移。依法将工程建设风险的全部或部分转让或转移给第三方（专业单位），或通过保险等合法方式使第三方承担工程建设风险；B属于干扰项；C属于风险降低；D属于风险自留。故选A。
单选题,[2021年][河南中安]某地铁工程采用盾构法施工。因盾构机在使用过程中刀具磨损严重，结合现场条件，需要带压开仓更换刀具。为保证压力舱内照明条件，照明灯具应选用（    ）。,A.24V以下的照明灯|B.24V以下的防爆灯|C.36V以下的照明灯|D.36V以下的防爆灯,B,本题主要考查的是盾构法施工照明灯具的电压。做题思路：考虑有限空间内，同时可能存在易燃易爆的物质，以及压力。应采用能承压的24V以下的防爆灯。B正确，地铁工程采用盾构法施工，需要带压开仓更换刀具时，为保证压力仓内照明条件，照明灯具应选用24V以下的安全电压，且必须是经得起压力的防爆灯。故选B。
单选题,[2021年][河南中安]某工程项目包括多项危险性较大的分部分项工程。施工过程中，项目部根据《危险性较大的分部分项工程安全管理规定》，开展现场安全管理工作。下列现场安全管理的做法中，错误的是（    ）。,A.在施工现场显著位置公示危大工程名称、施工时间和具体责任人员|B.危大工程施工过程中，项目负责人现场履职时间为工作时间的80%|C.危大工程发生险情时，项目部立即采取应急处置措施，并报告工程所在地住房城乡建设主管部门|D.危大工程专项施工方案及审核、专家论证、交底、现场检查、验收及整改等相关资料纳入档案管理,B,本题主要考查的是危大工程现场安全管理。属于高频考点。B错误，错在“80%工作时间为履职时间，应是全过程”施工单位应当对危大工程施工作业人员进行登记，项目负责人应当在施工现场履职。故选B。
单选题,[2021年][河南中安]有限空间内由于通风不良、生物的呼吸作用或物质的氧化作用，会形成缺氧状态，可能导致窒息事故的发生。为保证作业人员生命安全，有限空间作业场所空气中氧浓度最低允许值为（    ）。,A.17.5%|B.18.5%|C.19.5%|D.20.5%,C,本题主要考查的是有限空间的氧浓度。是数字的考察，属于高频考点。C正确，一旦作业场所空气中的氧浓度低于19.5%，就会有缺氧的危险，可能导致窒息事故发生。故选C。
单选题,[2021年][河南中安]建筑拆除工程属于危险性较大的分部分项工程。下列人工拆除施工做法中，正确的是（    ）。,A.采用底部掏掘或推倒的方法拆除建筑墙体|B.拆除工程作业面的孔洞采取安全防护措施|C.从上至下逐层拆除，垂直交叉作业做好防护措施|D.框架结构按楼板、主梁、次梁、结构柱的顺序依次拆除,B,本题主要考查的是建筑拆除时的人工拆除。做题思路：自上而下，先板后梁再柱。A错误，错在“采用了底部掏掘或推倒”。当人工拆除建筑墙体时，严禁采用底部掏掘或推倒的方法；C错误，错在“垂直交叉作业”。人工拆除施工应从上至下逐层拆除，并应分段进行，不得垂直交叉作业；D错误，错在“拆除顺序错误，应是板-次梁-主梁-柱”。当框架结构采用人工拆除施工时，应按楼板、次梁、主梁、结构柱的顺序依次进行。故选B。
单选题,[2021年][河南中安]根据《施工现场临时用电安全技术规范》（JGJ46-2005），本工程起重机械与架空输电线路的最小水平安全距离是（    ）。,A.3.00m|B.3.50m|C.4.00m|D.4.50m E 5.00m,C,本题主要考查的是起重机械与架空输电线路的安全距离，是纯数字考点。属于高频考点。已知架空输电线路为110KV，根据下表： 起重机与架空线路边线的最小安全距离 起重机械与110KV架空输电线路沿水平方向最小距离为4m。故选C。
单选题,[2021年][河南中安]根据《施工现场临时用电安全技术规范》（JGJ46-2005），下列漏电保护器适用于潮湿场所开关箱的是（    ）。,A.漏电保护器①|B.漏电保护器②|C.漏电保护器③|D.漏电保护器④ E 漏电保护器⑤,B,本题主要考查的是漏电保护器的使用要求，是纯数字考点。做题思路：腐蚀、涉水、有限空间、金属照片、手持式电动工具均是不大于15mA，动作时间不大于0.1s。B正确，根据《施工现场临时用电安全技术规范》（JGJ46-2005）规定：使用于潮湿或有腐蚀介质场所的漏电保护器应采用防溅型产品，其额定漏电动作电流不应大于15mA，额定漏电动作时间不应大于0.1s。故选B。
多选题,"[2021年][河南中安]3
标记
收藏

根据《企业职工伤亡事故分类》（GB6441-1986），本工程门式起重机安装过程中存在的主要危险有害因素有（    ）。",A.机械伤害|B.高处坠落|C.起重伤害|D.触电 E 中毒窒息,ABCD,本题主要考查的是6441。属于高频考点。做题思路：结合案例背景涉及的危险，其可能导致的事故进行作答。不涉及的不能写。门式起重机安装过程中并未存在有毒气体和造成窒息的物质，因此不存在中毒窒息的危险有害因素。故选ABCD。
单选题,"[2021年][河南中安]3
标记
收藏

根据《企业职工伤亡事故分类》（GB6441-1986），本工程门式起重机安装过程中存在的主要危险有害因素有（    ）。",A.机械伤害|B.高处坠落|C.起重伤害|D.触电 E 中毒窒息|A.盾构机|B.汽车式起重机|C.履带式起重机|D.升降式作业平台 E 门式起重机|A.区间隧道盾构工程|B.车站二次结构砌筑工程|C.车站主体结构模板支撑工程|D.车站附属结构暗挖工程 E 基坑土方开挖及支护工程,C,本题主要考查的是特种设备的判定。属于高频考点。做题思路：汽车吊不属于特种设备，履带吊属于。履带式起重机、门式起重机属于特种设备中的起重机械。故选CE。
多选题,[2021年][河南中安]根据《住房城乡建设部办公厅关于实施〈危险性较大的分部分项工程安全管理规定〉有关问题的通知》，本工程超过一定规模的危险性较大的分部分项工程有（    ）。,A.区间隧道盾构工程|B.车站二次结构砌筑工程|C.车站主体结构模板支撑工程|D.车站附属结构暗挖工程 E 基坑土方开挖及支护工程,ACD,本题主要考查的是超危大分部分项工程的判定。属于高频考点。做题思路：结合案例背景提供的数据进行判断。AD正确，采用矿山法、盾构法、顶管法施工的隧道、洞室工程属于超过一定规模的危大工程；C正确，搭设高度8m及以上的混凝土模板支撑工程属于超过一定规模的危大工程；E正确，开挖深度超过5m（含5m）的基坑（槽）的土方开挖、支护、降水工程属于超过一定规模的危大工程。故选ACDE。
单选题,[2022年][河南中安]某工程项目部按照事故发生的原因，从人的因素、物的因素、环境因素和管理因素等四个方面进行危险有害因素辨识。下列危险有害因素中，属于管理因素的是（    ）。,A.违章指挥|B.违章作业|C.监护失误|D.安全投入不足,D,本题主要考查的是《生产过程危险和有害因素分类》（GB/T13861），做题思路：了解人的因素、物的因素、环境因素和管理因素的内容。可能涉及案例考点。 D属于，ABC不属于，根据《生产过程危险和有害因素分类与代码》（GB/T13861）的生产过程危险和有害因素分类与代码表可知，违章指挥、违章作业、监护失误属于人的因素，安全投入不足属于管理因素。故选D。
单选题,[2022年][河南中安]某建筑工程在使用QTZ160塔式起重机吊运钢筋作业过程中，由于起重力矩达到额定值，力矩限制器发出报警信号，司机采取了应急操作。下列操作方法中，能够有效消除该起重机报警信号、解除其危险状态的是（    ）。,A.起重臂向右侧进行回转动作|B.起重臂向左侧进行回转动作|C.变幅小车向减小幅度方向运动|D.变幅小车向增大幅度方向运动,C,本题主要考查的是起重力矩限制器作用时的操作，属于高频考点。做题思路：小车可近不远，重物可下不上。 C正确，起重力矩为起重量与工作幅度的乘积。当起重力矩达到额定值时，起重臂向左向右进行回转运动均不改变起重力矩，变幅小车向减小幅度方向运动减小了工作幅度，能减小起重力矩，从而有效消除该起重机报警信号、解除其危险状态。故选C。
单选题,[2022年][河南中安]某起重机械安装公司在拆卸QTZ125塔式起重机前，编制了专项施工方案。根据《建筑施工塔式起重机安装、使用、拆卸安全技术规程》（JGJ196），下列塔式起重机拆卸作业安全技术措施中，错误的是（    ）。,A.降节作业前确认顶升系统完好|B.降节作业前先拆除最上面的附着装置|C.明确附着装置的拆卸顺序和拆卸方法|D.明确拆卸工作暂时中断情况下的安全措施,B,本题主要考查的是塔吊拆除时的安全要求。做题思路：拆除作业时，附着很关键，要和标准节同步进行，不能提前拆。 A正确，根据《建筑施工塔式起重机安装、使用、拆卸安全技术规程》（JGJ196），5.0.3塔式起重机拆卸前应检查主要结构件、连接件、电气系统、起升机构、回转机构、变幅机构、顶升机构等项目。发现隐患应采取措施，解决后方可进行拆卸作业；B错误，错在“先拆除附着装置”。5.0.7拆卸时应先降节、后拆除附着装置；C正确，5.0.5附着式塔式起重机应明确附着装置的拆卸顺序和方法；D正确，5.0.1塔式起重机拆卸作业宜连续进行；当遇特殊情况拆卸作业不能继续时，应采取措施保证塔式起重机处于安全状态。故选B。
单选题,[2022年][河南中安]某钢结构加工厂使用桥式起重机吊运物料。根据《建筑机械使用安全技术规程》（JGJ33），桥式起重机吊运钢结构构件时，吊运路线不得从人员、设备上面通行；空车行走时，吊钩离地面的最小距离应为（    ）。,A.1.00m|B.1.50m|C.1.80m|D.2.00m,D,本题主要考查的是桥式起重机的作业要求，虽然属于超纲知识点。但也是一个常见的数字，类似这种要求均是距地2m，特殊要求的除外。 根据《建筑机械使用安全技术规程》（JGJ33），桥式起重机吊运路线不得从人员、设备上面通过；空车行走时，吊钩应离地面2m以上。故选D。
单选题,[2022年][河南中安]某施工现场部分特殊场所需使用安全特低电压照明。现有一台双绕组安全隔离变压器，输出电压为24V。下列特殊场所中，适用此变压器为照明装置供电的是（    ）。,A.金属管道内|B.钢制水箱内|C.金属结构构架场所|D.相对湿度长期处于97%的蓄水池,C,本题主要考查的安全电压适用的范围。属于高频考点。做题思路：潮湿和易触及带电体24V，特别潮湿和有限空间12V，其他是36V。 根据《施工现场临时用电安全技术规范》（JGJ46），10.2.2使用安全特低电压照明器特殊场所应包括：①隧道、人防工程、高温、有导电灰尘、比较潮湿或灯具离地面高度低于2.5m等场所的照明，电源电压不应大于36V。②潮湿和易触及带电体场所的照明，电源电压不得大于24V。③特别潮湿场所、导电良好的地面、锅炉或金属容器内的照明，电源电压不得大于12V。故选C。
单选题,[2022年][河南中安]某建筑工程钢筋加工场有多台交流电焊机，工程项目部草拟了电焊机安全使用规定。下列电焊机安全使用规定中，错误的是（    ）。,A.电焊机的二次线电缆长度不得超过50m|B.照明设备不得从电焊机开关箱中接取电源|C.严禁露天冒雨从事电焊作业|D.开关箱与电焊机的距离不得超过3m,A,本题主要考查的电焊机电线的相关的要求。做题思路：有电的作业需要严格要求，动照分开，不在雨天作业等等。 A错误，错在“二次线电缆长度为50m，超过了30m”电焊机的二次线应采用防水橡皮护套铜芯软电缆，电缆长度不应大于30m，不得采用金属构件或结构钢筋代替二次线的地线。故选A。
单选题,[2022年][河南中安]为防止人员和物料坠落，电梯井口必须设置防护门。根据《建筑施工高处作业安全技术规范》（JGJ80），防护门高度不应低于（    ）。,A.800㎜|B.1000㎜|C.1200㎜|D.1500㎜,D,本题主要考查的是电梯井防护门的高度，属于固定数字。也属于高频考点。 D正确，电梯井口应设置防护门，其高度不应小于1.5m，防护门底端距地面高度不应大于50㎜，并应设置挡脚板。故选D。
单选题,[2022年][河南中安]某工程项目部组织施工现场高处作业专项安全检查，发现下列情况，其中属于安全隐患的是（    ）。,A.单梯梯面与水平面成75°夹角|B.深基坑斜道设置了间距300㎜的防滑条|C.固定直梯高15m，在8m处设置了梯间平台|D.无外脚手架的27°坡屋面，设置了1.20m的防护栏杆,D,本题主要考查的高处作业的安全要求。属于数字型问题。 A不属于，使用单梯时梯面应与水平面成75°夹角，踏步不得缺失，梯格间距宜为300㎜，不得垫高使用；B不属于，深基坑施工应设置扶梯、人坑踏步及专用载人设备或斜道等设施。采用斜道时，应加设间距不大于400㎜的防滑条等防滑措施。作业人员严禁沿坑壁、支撑或承运土工具上下；C不属于，使用固定式直梯攀登作业时，当攀登高度超过3m时，宜加设护笼；当攀登高度超过8m时，应设置梯间平台；D属于，错在“1.20m的防护栏杆，高度不满足要求”。在坡度大于1:2.2（26°）的屋面上作业，当无外脚手架时，应在屋檐边设置不低于1.5m高的防护栏杆，并应采用密目式安全立网完全封闭。故选D。
单选题,[2022年][河南中安]某工程项目部搭设落地式操作平台进行物料倒运。根据《建筑施工高处作业安全技术规范》（JGJ80），下列落地式操作平台架体构造做法中，正确的是（    ）。,A.操作平台搭设高度24m|B.操作平台高宽比为3:1|C.操作平台与外脚手架连接|D.操作平台与建筑物柔性连接,B,本题主要考查的落地式操作平台架体构造要求。属于数字和文字型的考题。做题思路：一般与建筑物的连接都是刚性连接。 A错误，错在“高度24m，超过了15m”落地式操作平台的面积不应超过10㎡，高度不应超过15m；B正确，高宽比不应大于3:1；D错误，错在“柔性连接”。落地式操作平台应独立设置，并应与建筑物进行刚性连接，C错误，错在“与脚手架连接”。落地式操作平台不得与脚手架连接。故选B。
单选题,[2022年][河南中安]为确保基坑安全，在软土基坑工程施工前，工程项目部编制了土方开挖专项施工方案。关于软土基坑开挖的说法，错误的是（    ）。,A.软土基坑开挖应遵循分层、分段、对称、均衡、适时的原则|B.软土基坑盆式开挖的取土口位置与基坑边的距离不宜大于8m|C.桩基础施工完成时，应根据开挖面下软土的性状，限制每层开挖厚度|D.采用重力式水泥墙的支护结构，沿水泥墙方向应分区段开挖，每一开挖区段的长度不宜超过40m,B,本题主要考查的是软土基坑开挖的要求。属于非常规考点。 软土基坑开挖应符合的规定：A正确，①应按分层、分段、对称、均衡、适时的原则开挖；C正确，②当主体结构采用桩基础且基础桩已施工完成时，应根据开挖面下软土的性状，限制每层开挖厚度。③对采用内支撑的支护结构，宜采用开槽方法浇筑混凝土支撑或安装钢支撑；开挖到支撑作业面后，应及时进行支撑的施工；D正确，④对重力式水泥土墙，沿水泥土墙方向应分区段开挖，每一开挖区段的长度不宜大于40m。B不属于软土基坑开挖的规定内容。故选B。
单选题,[2022年][河南中安]某基坑工程支护结构安全等级为三级，施工单位对基坑进行了过程监测。根据《建筑基坑支护技术规程》（JGJ120），下列基坑监测项目中，属于应测项目的是（    ）。,A.土压力|B.支撑轴力|C.孔隙水压力|D.支护结构顶部水平位移,D,本题主要考查的是基坑监测的项目。 D属于，ABC不属于，基坑工程支护结构的监测应根据结构类型和地下水控制方法，按下表选择基坑监测项目。由表可知，支护结构顶部水平位移是各级基坑检测项目的应测项目。 基坑监测项目选择 注：表内各监测项目中，仅选择实际基坑支护形式所含有的内容。故选D。
单选题,[2022年][河南中安]某道路工程需对山体进行爆破作业。施工前，工程项目部编制了爆破作业专项施工方案。关于土石方爆破安全措施的说法，错误的是（    ）。,A.电力起爆网路发生盲炮时，应立即切断电源，及时将盲炮电路短路|B.爆破警戒范围应经过设计计算，在危险区边界设明显标志，并设置警戒人员|C.B级及复杂环境的爆破工程爆破后，应由安全员、爆破员共同进行安全检查|D.发现爆破作业对周边公用设施造成安全威胁时，应及时组织抢险、治理，排除安全隐患,C,本题主要考查的是土石方爆破安全措施。属于常规考点。 A正确，电力起爆网路发生盲炮时，应立即切断电源，及时将盲炮电路短路；B正确，爆破警戒范围应经过设计确定，在危险区边界应设有明显标志，并设置警戒人员；C错误，错在“检查人员不符合要求，不是安全员、爆破员共同进行安全检查”。B级及复杂环境的爆破工程爆破后，检查工作应由现场技术负责人、起爆组长和有经验的爆破员、安全员组成检查小组实施；D正确，发现爆破作业对周边建（构）筑物、公用设施造成安全威胁时，应及时组织抢险、治理，排除安全隐患。故选C。
