题型,题目,选项,答案,解析
单选题,[2021年][河南中安]【改编】依据《煤矿安全生产条例》，被责令停产整顿的煤矿企业经验收合格恢复生产的，县级以上地方人民政府负有煤矿安全生产监督管理职责的部门应当自企业恢复生产之日起（    ）工作日内向社会公告。,A.5|B.10|C.15|D.20,A,本题主要考查的是恢复生产的时间。 根据《煤矿安全生产条例》，第四十九条：县级以上地方人民政府负有煤矿安全生产监督管理职责的部门对被责令停产整顿或者关闭的煤矿企业，应当在5个工作日内向社会公告；对被责令停产整顿的煤矿企业经验收合格恢复生产的，应当自恢复生产之日起5个工作日内向社会公告。故选A。
单选题,[2021年][河南中安]2020年3月底，甲企业复工复产，并按照政府新冠肺炎防疫要求对返岗员工进行14天的集中隔离观察。由于现有宿舍不能满足要求，企业决定将危险化学品库存量较少的某一层库房腾出作为临时集中观察宿舍，某区应急管理局在复工复产检查时发现此问题。根据《安全生产法》，关于区应急管理局采取执法措施的做法，正确的是（    ）。,A.责令企业立即将集中观察宿舍搬离|B.要求企业加强管理保证人员安全|C.责令企业停产停业整顿|D.移交司法机关追究刑事责任,A,本题主要考查的是应急管理局执法措施，属于高频考点。做题思路：先理解掌握在复工复产检查时出现问题的正确处理内容，后进行记忆。根据《安全生产法》，第四十二条：生产、经营、储存、使用危险物品的车间、商店、仓库不得与员工宿舍在同一座建筑物内，并应当与员工宿舍保持安全距离。生产经营场所和员工宿舍应当设有符合紧急疏散要求、标志明显、保持畅通的出口、疏散通道。禁止占用、锁闭、封堵生产经营场所或者员工宿舍的出口、疏散通道。所以应当立即将观察宿舍搬离。故选A。
单选题,[2021年][河南中安]为加强安全生产领域专业化人员管理，国家将注册安全工程师列入准入类专业技术人员职业资格并对其执业范围进行规定。根据《注册安全工程师管理规定》应当有注册安全工程师参与并签署意见的安全生产工作是（    ）。,A.调查处理生产安全事故|B.制定职工技能培训计划|C.组织实施应急救援预案|D.制定事故隐患整改方案,D,本题主要考查的是注册安全工程师管理。做题思路：先理解掌握注册安全工程师的职责，后进行记忆。根据《注册安全工程师管理规定》，第十九条：生产经营单位的下列安全生产工作，应有注册安全工程师参与并签署意见：（一）制定安全生产规章制度、安全技术操作规程和作业规程；（二）排查事故隐患，制定整改方案和安全措施；（三）制定从业人员安全培训计划；（四）选用和发放劳动防护用品；（五）生产安全事故调查；（六）制定重大危险源检测、评估、监控措施和应急救援预案；（七）其他安全生产工作事项。故选D。
单选题,[2021年][河南中安]某化工企业机械操作工张某在作业过程中，发现供电线路绝缘破损，铜丝裸露。根据《安全生产法》，关于张某安全生产权利、义务和责任的说法，正确的是（    ）。,A.张某有权立即撤离现场|B.张某应当排除事故隐患|C.张某未及时报告事故隐患，应当给予其罚款处罚|D.张某对事故隐患应当立即向有关负责人报告,D,本题主要考查的是安全生产权利、义务，属于高频考点。做题思路：先理解掌握从业人员和管理人员的安全生产权利、义务，后进行区分记忆。A错误，错在“立即撤离”。根据《安全生产法》，第五十五条：从业人员发现直接危及人身安全的紧急情况时，有权停止作业或者在采取可能的应急措施后撤离作业场所；B错误，错在“排除事故隐患”。第五十九条：从业人员发现事故隐患或者其他不安全因素，应当立即向现场安全生产管理人员或者本单位负责人报告；接到报告的人员应当及时予以处理；C错误，错在“罚款处罚”。张某未及时报告事故隐患，《安全生产法》并没有规定必须对其罚款。故选D。
单选题,[2021年][河南中安]某建设工程由甲公司作为施工总承包单位，乙、丙、丁公司为分包单位，根据《建设工程安全生产管理条例》，关于事故应急救援和调查处理的说法，正确的是（    ）。,A.甲、乙、丙、丁公司应分别制定生产安全事故应急救援预案，各自建立应急救援组织或者配备应急救援人员，配备救援器材、设备，并定期各自组织演练|B.该建设工程发生生产安全事故，应由甲公司组织乙、丙、丁公司共同向应急管理部门、建设行政主管部门或者其他有关部门报告|C.该建设工程发生生产安全事故，应当由乙、丙、丁公司各自向应急管理部门、建设行政主管部门或者其他有关部门报告|D.甲公司应当统一组织编制建设工程生产安全事故应急救援预案，甲公司和乙、丙、丁公司按照应急救援预案，各自建立应急救援组织或者配备应急救援人员，配备救援器材、设备并定期组织演练,D,本题主要考查的是事故应急救援，属于高频考点。做题思路：先理解掌握各生产经营单位的事故应急救援职责，后进行区分记忆。A错误，错在“分别制定”。根据《建设工程安全生产管理条例》，第四十九条：施工单位应当根据建设工程施工的特点、范围，对施工现场易发生重大事故的部位、环节进行监控，制定施工现场生产安全事故应急救援预案。实行施工总承包的，由总承包单位统一组织编制建设工程生产安全事故应急救援预案，工程总承包单位和分包单位按照应急救援预案，各自建立应急救援组织或者配备应急救援人员，配备救援器材、设备，并定期组织演练；B错误，错在“组织乙、丙、丁公司共同报告”；C错误，错在“由乙、丙、丁公司各自报告”。第五十条：施工单位发生生产安全事故，应当按照国家有关伤亡事故报告和调查处理的规定，及时、如实地向负责安全生产监督管理的部门、建设行政主管部门或者其他有关部门报告；特种设备发生事故的，还应当同时向特种设备安全监督管理部门报告。接到报告的部门应当按照国家有关规定，如实上报。实行施工总承包的建设工程，由总承包单位负责上报事故。故选D。
单选题,[2021年][河南中安]甲市乙县某石料公司风钻工刘某感觉身体不适，去某医院检查显示肺部有阴影，被诊断为职业病矽肺Ⅰ期。因石料公司不愿支付刘某的医疗费，双方发生纠纷，刘某申请劳动能力鉴定。根据《工伤保险条例》，关于劳动能力鉴定的说法，正确的是（    ）。,A.刘某罹患职业病，无需对其进行劳动能力鉴定|B.甲市劳动能力鉴定委员会应对刘某劳动功能障碍程度进行等级鉴定|C.对刘某进行劳动能力鉴定的专家组由3至5名医疗卫生专家组成|D.劳动能力鉴定专家组成员由乙县劳动能力鉴定委员会随机抽取,B,本题主要考查的是工伤保险，属于高频考点。做题思路：先理解掌握劳动能力鉴定的主体和专家的组成，后进行区分记忆。A错误，错在“无需鉴定”。根据《工伤保险条例》，第二十一条：职工发生工伤，经治疗伤情相对稳定后存在残疾、影响劳动能力的，应当进行劳动能力鉴定；C错误，错在“3至5名”；D错误，错在“乙县”。第二十五条：设区的市级劳动能力鉴定委员会收到劳动能力鉴定申请后，应当从其建立的医疗卫生专家库中随机抽取3名或者5名相关专家组成专家组。故选B。
单选题,[2021年][河南中安]为保障生产安全事故应急预案的质量，生产经营单位应当组织对本单位编制的生产安全事故应急预案进行评审或者论证，根据《生产安全事故应急预案管理办法》，下列生产经营单位中应当对其编制的应急预案进行论证的是（    ）。,A.某市政工程施工队|B.某特种钢铁冶炼公司|C.某烟花爆竹批发企业|D.某中型规模烟草企业,A,本题主要考查的是应急预案论证，属于高频考点。做题思路：先理解掌握需要论证和评审的生产经营单位，后进行区分记忆。根据《生产安全事故应急预案管理办法》，第二十一条：矿山、金属冶炼企业和易燃易爆物品、危险化学品的生产、经营（带储存设施的，下同）、储存、运输企业，以及使用危险化学品达到国家规定数量的化工企业、烟花爆竹生产、批发经营企业和中型规模以上的其他生产经营单位，应当对本单位编制的应急预案进行评审，并形成书面评审纪要。前款规定以外的其他生产经营单位可以根据自身需要，对本单位编制的应急预案进行论证。故选A。
单选题,[2021年][河南中安]某大型电商集团举行十周年庆典，准备在庆典晚会上进行大型焰火燃放活动。根据《烟花爆竹安全管理条例》，关于公司焰火燃放安全的说法，正确的是（    ）。,A.不得在文化活动广场、体育场所进行庆典晚会焰火燃放|B.应当按照分级管理的规定取得焰火燃放许可后方可燃烧|C.应当按照分级管理的规定报有关人民政府应急管理部门批准|D.焰火燃烧作业人员应当按照经备案的燃放方案进行燃放作业,B,本题主要考查的是焰火燃放，属于高频考点。做题思路：先理解掌握焰火燃放的地点和主管部门，后进行区分记忆。 A错误，错在“不得在”。根据《烟花爆竹安全管理条例》，第三十条：禁止在下列地点燃放烟花爆竹:(一)文物保护单位;(二)车站、码头、飞机场等交通枢纽以及铁路线路安全保护区内;(三)易燃易爆物品生产、储存单位;(四)输变电设施安全保护区内;(五)医疗机构、幼儿园、中小学校、敬老院;(六)山林、草原等重点防火区;(七)县级以上地方人民政府规定的禁止燃放烟花爆竹的其他地点；B正确，C错误，错在“急管理部门批准”。第三十三条：申请举办焰火晚会以及其他大型焰火燃放活动，主办单位应当按照分级管理的规定，向有关人民政府公安部门提出申请，并提交下列有关材料：（一）举办焰火晚会以及其他大型焰火燃放活动的时间、地点、环境、活动性质、规模；（二）燃放烟花爆竹的种类、规格、数量；（三）燃放作业方案；（四）燃放作业单位、作业人员符合行业标准规定条件的证明。受理申请的公安部门应当自受理申请之日起20日内对提交的有关材料进行审查，对符合条件的，核发《焰火燃放许可证》；对不符合条件的，应当说明理由；D错误，错在“备案”。第三十四条：焰火晚会以及其他大型焰火燃放活动燃放作业单位和作业人员，应当按照焰火燃放安全规程和经许可的燃放作业方案进行燃放作业。故选B。
单选题,[2021年][河南中安]民用爆炸物品属于危险物品，管理不善可能造成事故，危及生产安全和社会公共安全。因此，民用爆炸物品应当储存在专用仓库内并实行严格管理。根据《民用爆炸物品安全管理条例》，关于民用爆炸物品储存的说法，正确的是（    ）。,A.在民用爆炸物品库房内可临时存放即将发放的库管员劳保用品|B.清点时发现黑火药比登记账目少10㎏，应立即向应急管理部门报告|C.县公安机关有权对过期失效的民用爆炸物品的销毁进行监督|D.不同性质的民用爆炸物品必须分库储存,C,本题主要考查的是民用爆炸物品的储存，属于高频考点。做题思路：先理解掌握民用爆炸物品储存的主管部门和管理的内容，后进行着重记忆。A错误，错在“存放劳保用品”。根据《民用爆炸物品安全管理条例》，第四十一条：储存民用爆炸物品应当遵守下列规定：储存的民用爆炸物品数量不得超过储存设计容量，对性质相抵触的民用爆炸物品必须分库储存，严禁在库房内存放其他物品；B错误，错在“应急管理部门”。民用爆炸物品丢失、被盗、被抢，应当立即报告当地公安机关；C正确。第四十三条：民用爆炸物品变质和过期失效的，应当及时清理出库，并予以销毁。销毁前应当登记造册，提出销毁实施方案，报省、自治区、直辖市人民政府民用爆炸物品行业主管部门、所在地县级人民政府公安机关组织监督销毁；D错误，错在“不同性质”。对性质相抵触的民用爆炸物品必须分库储存，严禁在库房内存放其他物品。故选C。
单选题,[2021年][河南中安]某铁矿开采企业发生一起工业中毒事故，造成5人死亡。调查发现，某安全评价机构在验收评价时出具虚假评价报告并收取15万元的评价费用。根据《安全生产法》，应急管理部门有权没收15万元，并对该安全评价机构作出（    ）万元的罚款。,A.15|B.75|C.90|D.150,B,本题主要考查的是安全评价机构的罚款，属于高频考点。做题思路：先理解掌握虚假报告和失实报告的区别，后进行区分记忆。根据《安全生产法》，（2021年版）第九十二条：承担安全评价、认证、检测、检验职责的机构出具失实报告的，责令停业整顿，并处三万元以上十万元以下的罚款；给他人造成损害的，依法承担赔偿责任。承担安全评价、认证、检测、检验职责的机构租借资质、挂靠、出具虚假报告的，没收违法所得；违法所得在十万元以上的，并处违法所得二倍以上五倍以下的罚款；没有违法所得或者违法所得不足十万元的，单处或者并处十万元以上二十万元以下的罚款；对其直接负责的主管人员和其他直接责任人员处五万元以上十万元以下的罚款；给他人造成损害的，与生产经营单位承担连带赔偿责任；构成犯罪的，依照刑法有关规定追究刑事责任。故选B。
单选题,[2021年][河南中安]某矿业公司依法与劳动者签订书面劳动合同，双方约定履行各自的义务。根据《劳动合同法》，关于履行该劳动合同的说法，正确的是（    ）。,A.该矿业公司在生产设备发生故障需要抢修时，要求职工加班，职工有权拒绝|B.职工因培训考核不合格，该矿业公司调整职工到新的工作岗位，职工有权拒绝|C.该矿业公司因生产任务调整致使职工的工作岗位被取消，调整职工到新工作岗位，职工有权拒绝|D.该矿业公司的矿井因存在重大事故隐患被责令封堵后，矿长安排职工下井作业，职工有权拒绝,D,本题主要考查的是劳动合同，属于高频考点。做题思路：先理解掌握从业人员的权利和义务，后进行区分记忆。A错误，错在“需要抢修时，职工有权拒绝”；B错误，错在“考核不合格，职工有权拒绝”；C错误，错在“因生产任务调岗位被取消，职工有权拒绝”。根据《劳动合同法》，第三十二条：【劳动者拒绝违章指挥、强令冒险作业】劳动者拒绝用人单位管理人员违章指挥、强令冒险作业的，不视为违反劳动合同。故选D。
单选题,[2021年][河南中安]某企业是机械加工企业。根据《生产经营单位安全培训规定》，关于该企业开展从业人员安全培训的说法，正确的是（    ）。,A.新上岗从业人员的岗前安全培训时间不少于24学时，每年再培训时间不得少于20学时|B.新上岗电工的岗前安全培训时间不得少于72学时，每年再培训的时间不得少于20学时|C.在企业内调整工作岗位或离岗一年以上重新上岗时，应当重新接受厂级、车间级和班组级安全培训|D.企业的厂级、车间级和班组级岗前安全培训的内容都应当包括有关事故案例,D,本题主要考查的是安全培训，属于高频考点。做题思路：先理解掌握从业人员和管理人员培训时间的区别，后通过高危和非高危进行区分。AB错误，根据《生产经营单位安全培训规定》，第十三条：生产经营单位新上岗的从业人员，岗前安全培训时间不得少于24学时。煤矿、非煤矿山、危险化学品、烟花爆竹、金属冶炼等生产经营单位新上岗的从业人员安全培训时间不得少于72学时，每年再培训的时间不得少于20学时；C错误，第十七条：从业人员在本生产经营单位内调整工作岗位或离岗一年以上重新上岗时，应当重新接受车间（工段、区、队）和班组级的安全培训。生产经营单位采用新工艺、新技术、新材料或者使用新设备时，应当对有关从业人员重新进行有针对性的安全培训。故选D。
单选题,[2021年][河南中安]某市应急管理部门在检查中发现某公司存在重大事故隐患，责令其停产停业整顿，该公司整改后向市应急管理部门提出恢复生产的申请。根据《安全生产事故隐患排查治理暂行规定》，关于该市应急管理部门处理该申请的说法，正确的是（    ）。,A.收到申请后，15日内进行现场审查|B.审查合格的，对事故隐患进行核销|C.审查不合格的，依法责令重新整改|D.对整改无望的，提请市政府予以关闭,B,本题主要考查的是重大事故隐患恢复生产，属于高频考点。做题思路：先理解掌握审查不合格和整改无望的处理区别，后进行区分记忆。A错误，错在“15日”。根据《安全生产事故隐患排查治理暂行规定》，第二十三条：安全监管监察部门收到生产经营单位恢复生产的申请报告后，应当在10日内进行现场审查；B正确。审查合格的，对事故隐患进行核销，同意恢复生产经营；C错误，错在“责令重新整改”。审查不合格的，依法责令改正或者下达停产整改指令；D错误，错在“予以关闭”。对整改无望或者生产经营单位拒不执行整改指令的，依法实施行政处罚。故选B。
单选题,[2021年][河南中安]安全生产培训应当按照标准进行考核。根据《安全生产培训管理办法》，关于安全生产培训考核标准制定权限的说法，正确的是（    ）。,A.国务院应急管理部门制定中央企业主要负责人的考核标准|B.国家煤矿安全监察机构制定煤矿企业特种作业人员的考核标准|C.省级应急管理部门制定省属企业安全生产管理人员的考核标准|D.省级应急管理部门制定安全生产应急救援人员的考核标准,B,本题主要考查的是安全培训考核标准制定权限，属于高频考点。做题思路：先理解掌握考核标准的制定主体，后通过行业进行区分。B正确。煤矿企业的主要负责人、安全生产管理人员和特种作业人员的考核标准，由国家煤矿安监局制定；A错误，错在“国务院”；CD错误，错在“省级应急管理部门”。根据《安全生产培训管理办法》，安全监管监察人员，危险物品的生产、经营、储存单位及非煤矿山、金属冶炼单位主要负责人、安全生产管理人员和特种作业人员，以及从事安全生产工作的相关人员的考核标准，由国家安全监管总局（应急管理部）统一制定。国家安全监管总局（应急管理部）负责省级以上安全生产监督管理部门的安全生产监管人员、各级煤矿安全监察机构的煤矿安全监察人员的考核；负责中央企业的总公司、总厂或者集团公司的主要负责人和安全生产管理人员的考核。除危险物品的生产、经营、储存单位和矿山、金属冶炼单位以外其他生产经营单位主要负责人、安全生产管理人员及其他从业人员的考核标准，由省级安全生产监督管理部门制定。应急管理部承担安全评价、咨询、检测、检验的人员和安全生产应急救援人员的考核。故选B。
单选题,[2021年][河南中安]2019年7月，张某出差外地，在开会期间突发疾病送往医院，紧急抢救20小时后死亡，张某所在单位认为张某不构成工伤，没有在规定期限内提出工伤认定申请，而张某的近亲属认为张某构成工伤，根据《工伤保险条例》，关于张某工伤认定和赔偿的说法，正确的有（    ）。,A.张某在出差期间突发疾病死亡，不认定为工伤|B.张某近亲属应承担张某构成工伤的举证责任|C.张某近亲属可从工伤保险基金领取丧葬补助金，供养亲属抚恤金和一次性工亡补助金|D.张某近亲属可在张某死亡之日起两年内向社会保险行政部门提出工伤认定申请 E 张某的丧葬补助金为六个月的统筹地区上年度职工月平均工资,C,本题主要考查的是工伤认定和赔偿，属于高频考点。做题思路：先理解掌握工伤的认定标准和赔偿补助的标准，后进行着重记忆。A错误，错在“不认定为工伤”。根据《工伤保险条例》，因工外出期间，由于工作原因受到伤害或者发生事故下落不明的应当认定为工伤；B错误，错在“近亲属应承担”。职工或者其近亲属认为是工伤，用人单位不认为是工伤的，由用人单位承担举证责任；D错误，错在“两年内”。用人单位未按前款规定提出工伤认定申请的，工伤职工或者其近亲属、工会组织在事故伤害发生之日或者被诊断、鉴定为职业病之日起1年内，可以直接向用人单位所在地统筹地区社会保险行政部门提出工伤认定申请。故选CE。
单选题,[2021年][河南中安]根据《安全生产法》，下列设备中必须取得安全使用证或者安全标志方可投入使用的有（    ）。,A.海洋石油开采特种设备|B.烟花企业特种生产设备|C.煤矿井下专用防爆电气设备|D.化工企业大型生产设备 E 非煤矿井下特种设备,A,本题主要考查的是安全使用证、安全标志。根据《安全生产法》，第三十七条：生产经营单位使用的危险物品的容器、运输工具，以及涉及人身安全、危险性较大的海洋石油开采特种设备和矿山井下特种设备，必须按照国家有关规定，由专业生产单位生产，并经具有专业资质的检测、检验机构检测、检验合格，取得安全使用证或者安全标志，方可投入使用。检测、检验机构对检测、检验结果负责。故选AE。
多选题,[2021年][河南中安]安全预评价通常在建设项目可行性研究阶段，工业区规划阶段或者生产经营活动组织实施之前进行，根据《建设项目安全设施“三同时”监督管理办法》，下列建设项目按规定应当开展安全预评价的有（    ）。,A.铁矿开采建设项目|B.钢铁冶炼建设项目|C.铝制品加工建设项目|D.烟花爆竹储存建设项目 E 食品加工建设项目,ABD,本题主要考查的是安全设施“三同时”开展安全预评价，属于高频考点。做题思路：先理解掌握应当开展安全预评价的生产经营单位种类，后进行记忆。根据《建设项目安全设施“三同时”监督管理办法》，第七条：下列建设项目在进行可行性研究时，生产经营单位应当按照国家规定，进行安全预评价：（一）非煤矿矿山建设项目；（二）生产、储存危险化学品（包括使用长输管道输送危险化学品，下同）的建设项目；（三）生产、储存烟花爆竹的建设项目；（四）金属冶炼建设项目；（五）使用危险化学品从事生产并且使用量达到规定数量的化工建设项目（属于危险化学品生产的除外，以下简称化工建设项目）；（六）法律、行政法规和国务院规定的其他建设项目。故选ABD。
多选题,[2021年][河南中安]某机械公司准备将闲置的厂房出租，其中300平米拟出租给甲公司用作食品加工经营，1000平米拟出租给乙快递公司用作仓库，根据《安全生产法》，关于机械公司厂房出租安全管理的说法，正确的是（    ）。,A.将厂房出租给甲公司和乙公司的行为合法|B.应当与甲公司、乙公司签订安全生产管理协议|C.应当对甲乙公司的安全生产工作进行统一协调管理|D.应当对甲乙公司的安全生产情况定期进行安全检查 E 应当对乙公司运行中存在的事故隐患负整改责任,ACD,本题主要考查的是厂房出租安全管理，属于高频考点。做题思路：先理解掌握出租单位、承租单位的职责和“应当签订”、“可以签订”的区别，后进行区分记忆。B不推荐选择，机械公司可以和甲乙公司签订安全生产管理协议也可以在合同中约定，B说法太绝对；E错误，错在“负整改责任”。整改责任由分包单位自己承担。根据《安全生产法》，生产经营项目、场所发包或者出租给其他单位的，生产经营单位应当与承包单位、承租单位签订专门的安全生产管理协议，或者在承包合同、租赁合同中约定各自的安全生产管理职责；生产经营单位对承包单位、承租单位的安全生产工作统一协调、管理，定期进行安全检查，发现安全问题的，应当及时督促整改。故选ACD。
多选题,[2021年][河南中安]安全生产许可证制度是保证生产经营单位安全生产的一项重要制度，根据《安全生产许可证条例》，下列企业中应当申请安全生产许可证的有（    ）。,A.煤矿企业|B.金属冶炼企业|C.道路运输企业|D.非煤矿山企业 E 建筑施工企业,AD,本题主要考查的是安全生产许可，属于高频考点。根据《安全生产许可证条例》，第二条：国家对矿山企业、建筑施工企业和危险化学品、烟花爆竹、民用爆炸物品生产企业（以下统称企业）实行安全生产许可制度。企业未取得安全生产许可证的，不得从事生产活动。故选ADE。
单选题,[2021年][河南中安]某公司是一家危险化学品港口储存企业，为扩大储存规模，扩建危险化学品储存仓库，同时在地下铺设剧毒危险化学品专用管道。工程竣工后，紧邻工厂围墙后一家职业培训学校投入运行，根据《危险化学品安全管理条例》，关于该公司危险化学品安全管理的说法正确的有（    ）。,A.扩建储存危险化学品的港口建设项目，应当由应急管理部门进行安全条件审查|B.扩建储存危险化学品的港口建设项目应当由港口行政管理部门按照国务院交通运输主管部门的规定进行安全条件审查|C.已建的危险化学品生产装置构成重大危险源的危险化学品储存设施不受学校影响|D.已建的危险化学品生产装置构成重大危险源的危险化学品的储存设施，由所在地县应急管理部门会同有关部门监督其在规定期限内进行整改 E 地下铺设剧毒化学品专用管道，虽然该管道设备设置在地下，但仍需设置明显标志,B,本题主要考查的是危险化学品安全管理，属于高频考点。做题思路：先理解掌握港口建设项目和陆地建设项目的主管部门和职责，后进行区分记忆。A错误，错在“应急管理部门”。根据《危险化学品安全管理条例》，新建、改建、扩建储存、装卸危险化学品的港口建设项目，由港口行政管理部门按照国务院交通运输主管部门的规定进行安全条件审查；C错误，错在“不受学校影响”。危险化学品生产装置或者储存数量构成重大危险源的危险化学品储存设施（运输工具加油站、加气站除外），与下列场所、设施、区域的距离应当符合国家有关规定：（一）居住区以及商业中心、公园等人员密集场所；（二）学校、医院、影剧院、体育场（馆）等公共设施；（三）饮用水源、水厂以及水源保护区；D错误，错在“县应急管理部门”。已建的危险化学品生产装置或者储存数量构成重大危险源的危险化学品储存设施不符合前款规定的，由所在地设区的市级人民政府安全生产监督管理部门会同有关部门监督其所属单位在规定期限内进行整改。故选BE。
多选题,[2021年][河南中安]某县应急管理局两名执法人员前往辖区某危险化学品生产企业进行安全检查，根据《安全生产法》，关于检查执行人员行使职权的做法正确的有（    ）。,A.检查发现特种作业岗位操作人员无证上岗，当场作出罚款1万元的处罚|B.没收检查发现的不符合安全生产国家标准或行业标准的器材|C.主动出示执法证件，进入生产车间进行检查，调阅监控台账和工人培训记录|D.检查发现一处设备存在明显泄漏隐患，危及岗位工人安全，责令立即停止设备运行 E 查封检查发现的未经批准违法存储危险化学品的临时仓库,CD,本题主要考查的是检查执行人员职权，属于高频考点。做题思路：先理解掌握检察人员和生产经营单位的职责，后进行区分记忆。 A错误，错在“罚款1万元”。根据《安全生产法》，第九十七条：生产经营单位有下列行为之一的，责令限期改正，处十万元以下的罚款；逾期未改正的，责令停产停业整顿，并处十万元以上二十万元以下的罚款，对其直接负责的主管人员和其他直接责任人员处二万元以上五万元以下的罚款：（七）特种作业人员未按照规定经专门的安全作业培训并取得相应资格，上岗作业的；《行政处罚法》第五十一条：违法事实确凿并有法定依据，对公民处以二百元以下、对法人或者其他组织处以三千元以下罚款或者警告的行政处罚的，可以当场作出行政处罚决定。法律另有规定的，从其规定；给予10万元以下罚款没问题，但不可以当场作出处罚；DE正确，B错误，错在“没收”。第六十五条：应急管理部门和其他负有安全生产监督管理职责的部门依法开展安全生产行政执法工作，对生产经营单位执行有关安全生产的法律、法规和国家标准或者行业标准的情况进行监督检查，行使以下职权：（三）对检查中发现的事故隐患，应当责令立即排除；重大事故隐患排除前或者排除过程中无法保证安全的，应当责令从危险区域内撤出作业人员，责令暂时停产停业或者停止使用相关设施、设备；重大事故隐患排除后，经审查同意，方可恢复生产经营和使用；（四）对有根据认为不符合保障安全生产的国家标准或者行业标准的设施、设备、器材以及违法生产、储存、使用、经营、运输的危险物品予以查封或者扣押，对违法生产、储存、使用、经营危险物品的作业场所予以查封，并依法作出处理决定；C正确。第六十七条：安全生产监督检查人员执行监督检查任务时，必须出示有效的行政执法证件；对涉及被检查单位的技术秘密和业务秘密，应当为其保密。故选CDE。
多选题,[2021年][河南中安]某精密仪器生产企业位于河流的主河道旁边，为有效应对洪水灾害，该企业制定洪水灾害应急预案并采取相应的安全措施。近期连日大雨，河水暴涨，当地政府部门发布了洪水灾害预警。根据《安全生产事故隐患排查治理暂行规定》，该企业应当采取的安全措施有（    ）。,A.停止作业|B.留下专人保护仪器|C.撤离人员|D.加强河流水位监测 E 启动预案并通过媒体发布预警信息,ACD,本题主要考查的是安全灾害预警，属于高频考点。做题思路：先理解掌握接到自然灾害预报和撤离的情形及处置措施，后进行加强记忆。根据《安全生产事故隐患排查治理暂行规定》，第十七条：生产经营单位应当加强对自然灾害的预防。对于因自然灾害可能导致事故灾难的隐患，应当按照有关法律、法规、标准和本规定的要求排查治理，采取可靠的预防措施，制定应急预案。在接到有关自然灾害预报时，应当及时向下属单位发出预警通知；发生自然灾害可能危及生产经营单位和人员安全的情况时，应当采取撤离人员、停止作业、加强监测等安全措施，并及时向当地人民政府及其有关部门报告。故选ACD。
多选题,[2021年][河南中安]某汽车生产制造企业，厂区内新建有办公楼、组装车间、锅炉房和库房等，其中特种设备设置情况为在办公楼设置有1部直梯，组装车间设置有2台天车，锅炉房配备有1台蒸汽锅炉。根据《特种设备安全法》，关于该企业特种设备安全管理的说法，正确的有（    ）。,A.应当制定特种设备岗位责任书、隐患治理和应急救援等制度|B.应当在特种设备投入使用前或者投入使用后30日内申请使用登记|C.应当为每台特种设备配备兼职安全管理人员1名|D.应当将登记标志存放于特种设备安全技术档案中 E 必须与电梯制造单位签订电梯维修委托合同,AB,本题主要考查的是特种设备安全管理，属于高频考点。做题思路：先理解掌握使用登记和特种设备安全技术档案等知识点，后进行加强记忆。C错误，错在“兼职”。根据《特种设备安全法》，第三十六条：电梯、客运索道、大型游乐设施等为公众提供服务的特种设备的运营使用单位，应当对特种设备的使用安全负责，设置特种设备安全管理机构或者配备专职的特种设备安全管理人员；其他特种设备使用单位，应当根据情况设置特种设备安全管理机构或者配备专职、兼职的特种设备安全管理人员；D错误，错在“存放于特种设备安全技术档案中”。第三十三条：特种设备使用单位应当在特种设备投入使用前或者投入使用后三十日内，向负责特种设备安全监督管理的部门办理使用登记，取得使用登记证书。登记标志应当置于该特种设备的显著位置；E错误，错在“必须”。第二十二条：电梯的安装、改造、修理，必须由电梯制造单位或者其委托的依照本法取得相应许可的单位进行。电梯制造单位委托其他单位进行电梯安装、改造、修理的，应当对其安装、改造、修理进行安全指导和监控，并按照安全技术规范的要求进行校验和调试。电梯制造单位对电梯安全性能负责。故选AB。
